tv_series,tv_seriesLabel,countryLabel
http://www.wikidata.org/entity/Q109059020,Мария-Антуанетта,Франция
http://www.wikidata.org/entity/Q109031205,Handmade: Britain's Best Woodworker,Великобритания
http://www.wikidata.org/entity/Q109974494,Dig Deeper: The Disappearance of Birgit Meier,Германия
http://www.wikidata.org/entity/Q121079832,Positive,Великобритания
http://www.wikidata.org/entity/Q109059020,Мария-Антуанетта,Великобритания
http://www.wikidata.org/entity/Q109171214,Secrets of the London Underground,Великобритания
http://www.wikidata.org/entity/Q109255281,"Notre-Dame, the part of the fire",Франция
http://www.wikidata.org/entity/Q116226000,"Bonn - Alte Freunde, neue Feinde",Германия
http://www.wikidata.org/entity/Q116226000,"Bonn - Alte Freunde, neue Feinde",Великобритания
http://www.wikidata.org/entity/Q122919288,Einsatzgruppen: The Nazi Death Squads,Франция
http://www.wikidata.org/entity/Q113005282,Хватит!,Россия
http://www.wikidata.org/entity/Q122932403,Secrets of the Imperial War Museum,Великобритания
http://www.wikidata.org/entity/Q110130831,All or Nothing: Juventus,Великобритания
http://www.wikidata.org/entity/Q113040008,All or Nothing: Arsenal,Великобритания
http://www.wikidata.org/entity/Q124382178,Deep,Франция
http://www.wikidata.org/entity/Q113124822,Дочь гор,Китай
http://www.wikidata.org/entity/Q116386275,Обречённые на славу,Германия
http://www.wikidata.org/entity/Q106904239,3615 Monique,Франция
http://www.wikidata.org/entity/Q123179662,Take Us Home: Leeds United,Великобритания
http://www.wikidata.org/entity/Q108350569,Q108350569,Франция
http://www.wikidata.org/entity/Q119844688,Тень Чикатило,Россия
http://www.wikidata.org/entity/Q110442913,Lost Treasures of Egypt,Великобритания
http://www.wikidata.org/entity/Q107008079,Становление Елизаветы,Великобритания
http://www.wikidata.org/entity/Q116591351,Раневская (сериал),Россия
http://www.wikidata.org/entity/Q107022144,GPs: Behind Closed Doors,Великобритания
http://www.wikidata.org/entity/Q116612580,Brak na prvu,Хорватия
http://www.wikidata.org/entity/Q113457359,Schickeria - Als München noch sexy war,Германия
http://www.wikidata.org/entity/Q109510982,The Great British Dig: History in Your Garden,Великобритания
http://www.wikidata.org/entity/Q107139347,Душегубы,Россия
http://www.wikidata.org/entity/Q107104310,Турист,Великобритания
http://www.wikidata.org/entity/Q110501166,Anne,Великобритания
http://www.wikidata.org/entity/Q109561705,Saving Lives at Sea,Великобритания
http://www.wikidata.org/entity/Q113532125,Alien Empire,Великобритания
http://www.wikidata.org/entity/Q110583537,45 правил развода,Великобритания
http://www.wikidata.org/entity/Q113540684,Шпион среди друзей,Великобритания
http://www.wikidata.org/entity/Q116783986,Шаляпин,Россия
http://www.wikidata.org/entity/Q123527509,Being Jan Ullrich,Германия
http://www.wikidata.org/entity/Q123527447,Jan Ullrich - Der Gejagte,Германия
http://www.wikidata.org/entity/Q117745702,Q117745702,Франция
http://www.wikidata.org/entity/Q113624698,Svona fólk,Исландия
http://www.wikidata.org/entity/Q116749984,Transatlantic,Германия
http://www.wikidata.org/entity/Q123312645,Сенна,Бразилия
http://www.wikidata.org/entity/Q123690397,Мистер Бейтс против почты,Великобритания
http://www.wikidata.org/entity/Q110937812,Fever Pitch: The Rise of the Premier League,Великобритания
http://www.wikidata.org/entity/Q112675643,Estonia,Эстония
http://www.wikidata.org/entity/Q110710110,Neymar: The Perfect Chaos,Бразилия
http://www.wikidata.org/entity/Q123895866,Александр: Создание бога,Великобритания
http://www.wikidata.org/entity/Q114643635,Конец света,Россия
http://www.wikidata.org/entity/Q114147656,About Sasha,Франция
http://www.wikidata.org/entity/Q124048015,The Stolen Girl,Великобритания
http://www.wikidata.org/entity/Q111221165,Flowers Bloom in Spring,Китай
http://www.wikidata.org/entity/Q111211875,Of Money and Blood,Франция
http://www.wikidata.org/entity/Q111181230,Shirley Bassey,Великобритания
http://www.wikidata.org/entity/Q120776106,Kidnapped: The Chloe Ayling Story,Великобритания
http://www.wikidata.org/entity/Q114350209,Close to Home: Murder in the Coalfield,Германия
http://www.wikidata.org/entity/Q111081292,Você Nunca Esteve Sozinha,Бразилия
http://www.wikidata.org/entity/Q111422770,Johnny Hallyday: Beyond Rock,Франция
http://www.wikidata.org/entity/Q119716921,In Concert,Великобритания
http://www.wikidata.org/entity/Q111519702,Jimmy Savile: A British Horror Story,Великобритания
http://www.wikidata.org/entity/Q108894557,Germinal,Франция
http://www.wikidata.org/entity/Q111573299,Migrations secrètes,Франция
http://www.wikidata.org/entity/Q116283919,Represent,Франция
http://www.wikidata.org/entity/Q121271568,VIKTORIA,Германия
http://www.wikidata.org/entity/Q111582387,Доисторическая планета,Великобритания
http://www.wikidata.org/entity/Q117860093,Youth π Plan,Китай
http://www.wikidata.org/entity/Q121366116,Aufgestaut,Германия
http://www.wikidata.org/entity/Q116764432,Фишер,Россия
http://www.wikidata.org/entity/Q112234510,Система,Россия
http://www.wikidata.org/entity/Q110609471,Q110609471,Германия
http://www.wikidata.org/entity/Q115222122,Q115222122,Германия
http://www.wikidata.org/entity/Q114614106,Tomorrow's World,Франция
http://www.wikidata.org/entity/Q111039094,Елизавета,Россия
http://www.wikidata.org/entity/Q121077375,Depp v. Heard,Великобритания
http://www.wikidata.org/entity/Q121809211,Слово пацана. Кровь на асфальте,Россия
http://www.wikidata.org/entity/Q121816805,Tout pour Agnès,Франция
http://www.wikidata.org/entity/Q124287413,Q124287413,Германия
http://www.wikidata.org/entity/Q111938320,Trump Takes on the World,Великобритания
http://www.wikidata.org/entity/Q111945340,Spice Girls: How Girl Power Changed Britain,Великобритания
http://www.wikidata.org/entity/Q106684989,Dora Heldt,Германия
http://www.wikidata.org/entity/Q112066751,The Hitler Chronicles,Германия
http://www.wikidata.org/entity/Q112118733,The 7 Lives of Lea,Франция
http://www.wikidata.org/entity/Q112132410,Planet Chef,Франция
http://www.wikidata.org/entity/Q108508563,Япония. Обратная сторона кимоно,Россия
http://www.wikidata.org/entity/Q121668421,Raul Seixas: Metamorfose Ambulante,Бразилия
http://www.wikidata.org/entity/Q108570146,Stephen,Великобритания
http://www.wikidata.org/entity/Q120156089,Q120156089,Германия
http://www.wikidata.org/entity/Q108847618,Параллели,Франция
http://www.wikidata.org/entity/Q118601574,Juan Carlos: Downfall of the King,Германия
http://www.wikidata.org/entity/Q115789849,Q115789849,Франция
http://www.wikidata.org/entity/Q108724987,Кицбюэль,Германия
http://www.wikidata.org/entity/Q107340672,Pacto de Sangue,Бразилия
http://www.wikidata.org/entity/Q122368055,The Queer Explorer,Франция
http://www.wikidata.org/entity/Q111654578,Q111654578,Китай
http://www.wikidata.org/entity/Q39370,Talking Dead,США
http://www.wikidata.org/entity/Q125570544,M. Son of the Century,Франция
http://www.wikidata.org/entity/Q23567,Остаться в живых,США
http://www.wikidata.org/entity/Q1079,Во все тяжкие,США
http://www.wikidata.org/entity/Q125176410,Q125176410,Франция
http://www.wikidata.org/entity/Q134127216,Q134127216,Германия
http://www.wikidata.org/entity/Q125206942,White Cat Legend,Китай
http://www.wikidata.org/entity/Q132897293,Animals in Love,Великобритания
http://www.wikidata.org/entity/Q125055857,Fist of the Free,Государство Палестина
http://www.wikidata.org/entity/Q23599,Бесстыжие,США
http://www.wikidata.org/entity/Q134347292,Q134347292,Германия
http://www.wikidata.org/entity/Q23670,В Филадельфии всегда солнечно,США
http://www.wikidata.org/entity/Q23605,Бесстыдники,Великобритания
http://www.wikidata.org/entity/Q133091519,Suspect: The Shooting of Jean Charles de Menezes,Великобритания
http://www.wikidata.org/entity/Q133194150,Terra X: Zeitreise,Германия
http://www.wikidata.org/entity/Q125912498,"Mud, Sweat and Tears: Premiership Rugby",Великобритания
http://www.wikidata.org/entity/Q125122358,Anthracite,Франция
http://www.wikidata.org/entity/Q720838,Strangers 6,CJK
http://www.wikidata.org/entity/Q138447908,Q138447908,Чехия
http://www.wikidata.org/entity/Q23628,Клан Сопрано,США
http://www.wikidata.org/entity/Q137641245,Neighbors with Benefits,США
http://www.wikidata.org/entity/Q961,"Ставка больше, чем жизнь",Польша
http://www.wikidata.org/entity/Q134877613,Q134877613,Великобритания
http://www.wikidata.org/entity/Q24620,Строго на юг,США
http://www.wikidata.org/entity/Q126127460,Q126127460,Китай
http://www.wikidata.org/entity/Q130273584,She and Her Girls,Китай
http://www.wikidata.org/entity/Q24605,Дикий мир будущего,Великобритания
http://www.wikidata.org/entity/Q12747841,Югославия во время войны 1941-1945 гг.,Союзная Республика Югославия
http://www.wikidata.org/entity/Q137732048,All New Traffic Cops,Великобритания
http://www.wikidata.org/entity/Q124737819,The Outreau Case: A French Nightmare,Франция
http://www.wikidata.org/entity/Q126205353,Q126205353,Великобритания
http://www.wikidata.org/entity/Q9311646,Q9311646,Польская Народная Республика
http://www.wikidata.org/entity/Q137856772,ME:INTERN!,Япония
http://www.wikidata.org/entity/Q4525,Морская полиция: Спецотдел,США
http://www.wikidata.org/entity/Q133377500,Familie Ritter,Германия
http://www.wikidata.org/entity/Q5935,4исла,США
http://www.wikidata.org/entity/Q23572,Игра престолов,США
http://www.wikidata.org/entity/Q23619,Близкие друзья,США
http://www.wikidata.org/entity/Q34669,Воспитывая Хоуп,США
http://www.wikidata.org/entity/Q108160041,Q108160041,СР Словения
http://www.wikidata.org/entity/Q126894725,The Man with 1000 Kids,Великобритания
http://www.wikidata.org/entity/Q108186633,Q108186633,СР Словения
http://www.wikidata.org/entity/Q138222568,RAF: The Greatest Takedowns,США
http://www.wikidata.org/entity/Q108220926,Q108220926,СР Словения
http://www.wikidata.org/entity/Q135298302,Rychlé šípy,Чехия
http://www.wikidata.org/entity/Q6084,Морская полиция: Лос-Анджелес,США
http://www.wikidata.org/entity/Q126085152,Camden,Великобритания
http://www.wikidata.org/entity/Q138338011,ME:ISM,Япония
http://www.wikidata.org/entity/Q23619,Близкие друзья,Канада
http://www.wikidata.org/entity/Q136125989,Q136125989,Франция
http://www.wikidata.org/entity/Q135961809,Plaha,Румыния
http://www.wikidata.org/entity/Q138454416,AI Confidential with Hannah Fry,Великобритания
http://www.wikidata.org/entity/Q135961809,Plaha,Молдова
http://www.wikidata.org/entity/Q134540915,War in the Air,Великобритания
http://www.wikidata.org/entity/Q12766,Мир в войне,Великобритания
http://www.wikidata.org/entity/Q28214,Убийство,США
http://www.wikidata.org/entity/Q2085,Твин Пикс,США
http://www.wikidata.org/entity/Q45871,Таинственный сад,Республика Корея
http://www.wikidata.org/entity/Q136683422,Q136683422,Китай
http://www.wikidata.org/entity/Q136122153,Civilisations et climat,Великобритания
http://www.wikidata.org/entity/Q23594,Родина,США
http://www.wikidata.org/entity/Q28214,Убийство,Канада
http://www.wikidata.org/entity/Q124390846,Lightseeker,Китай
http://www.wikidata.org/entity/Q131585070,Bayer Leverkusen - A Dream Comes True,Германия
http://www.wikidata.org/entity/Q134888415,Flowers Bloom with Sound,Китай
http://www.wikidata.org/entity/Q23558,Доктор Хаус,США
http://www.wikidata.org/entity/Q3815,Грань,США
http://www.wikidata.org/entity/Q137184109,The Long March,Китай
http://www.wikidata.org/entity/Q124544741,Основная цель,Великобритания
http://www.wikidata.org/entity/Q136402441,Great SAS Missions,Великобритания
http://www.wikidata.org/entity/Q135116490,Revenged Love,Китай
http://www.wikidata.org/entity/Q135103818,Secrets of World War II,Великобритания
http://www.wikidata.org/entity/Q3815,Грань,Канада
http://www.wikidata.org/entity/Q136509899,Divlje pčele,Хорватия
http://www.wikidata.org/entity/Q23609,Дурман,США
http://www.wikidata.org/entity/Q1562383,Otpisani,Социалистическая Федеративная Республика Югославия
http://www.wikidata.org/entity/Q124800329,Why Men Don't Iron,Великобритания
http://www.wikidata.org/entity/Q131754412,BBB: O Documentário,Бразилия
http://www.wikidata.org/entity/Q124799074,Локерби (сериал),Великобритания
http://www.wikidata.org/entity/Q1563396,Salaš u Malom Ritu,Социалистическая Федеративная Республика Югославия
http://www.wikidata.org/entity/Q132125283,Brocade Odyssey,Китай
http://www.wikidata.org/entity/Q1564036,The End of Obrenović Dynasty,Союзная Республика Югославия
http://www.wikidata.org/entity/Q136488849,"Связь (сериал, Украина)",Украина
http://www.wikidata.org/entity/Q136652695,"Panda & You, Rolling in!",Китай
http://www.wikidata.org/entity/Q124900280,Невероятная история Формулы-1,Великобритания
http://www.wikidata.org/entity/Q124994972,Король и завоеватель,Исландия
http://www.wikidata.org/entity/Q136705028,реалити-шоу Менора,Украина
http://www.wikidata.org/entity/Q124994972,Король и завоеватель,Великобритания
http://www.wikidata.org/entity/Q131363429,Cash Queens,Франция
http://www.wikidata.org/entity/Q125102683,Inside SG Flensburg-Handewitt,Германия
http://www.wikidata.org/entity/Q2744,Секретные материалы,США
http://www.wikidata.org/entity/Q39719,New York Undercover,США
http://www.wikidata.org/entity/Q138047563,Q138047563,Китай
http://www.wikidata.org/entity/Q136843203,Jane Austen: Rise of a Genius,Великобритания
http://www.wikidata.org/entity/Q132533481,The British Airways Killer,Великобритания
http://www.wikidata.org/entity/Q136461339,Earth Report,Великобритания
http://www.wikidata.org/entity/Q136931964,Shopping kraljica,Хорватия
http://www.wikidata.org/entity/Q125421696,The Huddle – inside FC Bayern Basketball,Германия
http://www.wikidata.org/entity/Q138312937,Q138312937,Великобритания
http://www.wikidata.org/entity/Q133964480,Q133964480,Франция
http://www.wikidata.org/entity/Q125536896,Vanilla Ice Goes Amish,США
http://www.wikidata.org/entity/Q125545435,A Brief History of the Future,США
http://www.wikidata.org/entity/Q137145275,Pogány Induló - What Would Mom Say,Венгрия
http://www.wikidata.org/entity/Q137176858,CIA (TV series),США
http://www.wikidata.org/entity/Q136813219,Жаркое соперничество,Канада
http://www.wikidata.org/entity/Q135002759,The Legend of Nang Nak,Таиланд
http://www.wikidata.org/entity/Q125816608,Clipped,США
http://www.wikidata.org/entity/Q133055363,Emma Reyes: La huella de la infancia,Колумбия
http://www.wikidata.org/entity/Q125570544,M. Son of the Century,Италия
http://www.wikidata.org/entity/Q125970953,"Ashley Madison: Sex, Lies & Scandal",США
http://www.wikidata.org/entity/Q129900400,K-Pop Idols,США
http://www.wikidata.org/entity/Q133334642,A Body in the Snow: The Trial of Karen Read,США
http://www.wikidata.org/entity/Q134331184,Q134331184,Турция
http://www.wikidata.org/entity/Q133448534,My Mafia Pilot Boyfriend,США
http://www.wikidata.org/entity/Q134517952,Q134517952,Канада
http://www.wikidata.org/entity/Q126178810,ME:I no Yumemitai!,Япония
http://www.wikidata.org/entity/Q134892393,Q134892393,США
http://www.wikidata.org/entity/Q137592971,Under The Net,Сингапур
http://www.wikidata.org/entity/Q125975025,Ageless Gardens,Канада
http://www.wikidata.org/entity/Q126180270,Carlos Alcaraz: My Way,Испания
http://www.wikidata.org/entity/Q125949612,Q125949612,Испания
http://www.wikidata.org/entity/Q125960044,Last to Brake,Финляндия
http://www.wikidata.org/entity/Q126097453,Q126097453,Бельгия
http://www.wikidata.org/entity/Q130275193,The Secret Lives of Mormon Wives,США
http://www.wikidata.org/entity/Q126134994,Q126134994,Испания
http://www.wikidata.org/entity/Q130286758,Billionaire Island,Норвегия
http://www.wikidata.org/entity/Q126171287,Q126171287,Нидерланды
http://www.wikidata.org/entity/Q130706217,Q130706217,Бельгия
http://www.wikidata.org/entity/Q130286687,The Secret of the River,Мексика
http://www.wikidata.org/entity/Q130485111,Дом Давида,США
http://www.wikidata.org/entity/Q135474830,Jokanak River,Иран
http://www.wikidata.org/entity/Q128797476,Dar Nssa,Марокко
http://www.wikidata.org/entity/Q126688841,Tokyo Swindlers,Япония
http://www.wikidata.org/entity/Q133794579,Share' Al A'sha,Саудовская Аравия
http://www.wikidata.org/entity/Q131304176,Q131304176,Норвегия
http://www.wikidata.org/entity/Q130463111,Turkey's Giant Structures,Турция
http://www.wikidata.org/entity/Q135882632,Q135882632,Нидерланды
http://www.wikidata.org/entity/Q134229386,Elixer,Нидерланды
http://www.wikidata.org/entity/Q125555468,Heweliusz,Польша
http://www.wikidata.org/entity/Q136539132,Great King Munmu,Республика Корея
http://www.wikidata.org/entity/Q134699270,The Class of 2000,Бельгия
http://www.wikidata.org/entity/Q127025599,Q127025599,Испания
http://www.wikidata.org/entity/Q136028580,Q136028580,Австралия
http://www.wikidata.org/entity/Q130485111,Дом Давида,Греция
http://www.wikidata.org/entity/Q135669527,Chacun sa route,Канада
http://www.wikidata.org/entity/Q131587785,Q131587785,Швейцария
http://www.wikidata.org/entity/Q130485111,Дом Давида,Израиль
http://www.wikidata.org/entity/Q126287763,The Black Swan,Дания
http://www.wikidata.org/entity/Q131177002,The Manhattan Alien Abduction,США
http://www.wikidata.org/entity/Q134506933,Gallery: The Docuseries,США
http://www.wikidata.org/entity/Q135957736,De nonnen,Бельгия
http://www.wikidata.org/entity/Q125957372,Bangkok Blossom,Таиланд
http://www.wikidata.org/entity/Q125968286,The Auditors,Республика Корея
http://www.wikidata.org/entity/Q137454059,Single Papa,Индия
http://www.wikidata.org/entity/Q127433373,Maquis a les muntanyes de Prades,Испания
http://www.wikidata.org/entity/Q131354353,Hitler and the Nazis: Evil on Trial,США
http://www.wikidata.org/entity/Q131366836,"It's Florida, Man",США
http://www.wikidata.org/entity/Q131378478,Tuttle Twins,США
http://www.wikidata.org/entity/Q132081110,Q132081110,Испания
http://www.wikidata.org/entity/Q131416670,De Afhaalchinees,Нидерланды
http://www.wikidata.org/entity/Q127694716,Q127694716,Испания
http://www.wikidata.org/entity/Q136167578,Your Right to Say It,США
http://www.wikidata.org/entity/Q127740487,Cowboy Cartel,США
http://www.wikidata.org/entity/Q136646364,Tokusatsu Gagaga,Япония
http://www.wikidata.org/entity/Q127158595,Maria: The Unknown Callas,Греция
http://www.wikidata.org/entity/Q131360778,This Is Not a Murder Mystery,Бельгия
http://www.wikidata.org/entity/Q131531553,Woeste grond,Нидерланды
http://www.wikidata.org/entity/Q136259442,Conversations with Eric Hoffer,США
http://www.wikidata.org/entity/Q130244547,Восхождение Ворона,Венгрия
http://www.wikidata.org/entity/Q131290638,Operation Sabre,Сербия
http://www.wikidata.org/entity/Q130596425,Queen Mantis,Республика Корея
http://www.wikidata.org/entity/Q130244547,Восхождение Ворона,Австрия
http://www.wikidata.org/entity/Q127919404,Декстер: Воскрешение,США
http://www.wikidata.org/entity/Q131451106,Kaleidoscope,Новая Зеландия
http://www.wikidata.org/entity/Q127947386,Beyond the Ether,США
http://www.wikidata.org/entity/Q131730479,"With Love, Meghan",США
http://www.wikidata.org/entity/Q129530905,Koha,Новая Зеландия
http://www.wikidata.org/entity/Q134786974,C. G. Jung on Alchemy,Италия
http://www.wikidata.org/entity/Q131589248,112 – Le notti del Radiomobile,Италия
http://www.wikidata.org/entity/Q134468594,Amsterdam Centraal 24/7,Королевство Нидерландов
http://www.wikidata.org/entity/Q137303567,Q137303567,Бельгия
http://www.wikidata.org/entity/Q131926741,Agenten - Pappas liv og løgner,Норвегия
http://www.wikidata.org/entity/Q135193757,Destination: Scientology,США
http://www.wikidata.org/entity/Q135196462,World War II: The War Chronicles,США
http://www.wikidata.org/entity/Q132851357,Q132851357,Норвегия
http://www.wikidata.org/entity/Q128213356,Bnat Lahdid,Марокко
http://www.wikidata.org/entity/Q135332805,Meet a Scientologist,США
http://www.wikidata.org/entity/Q136525787,Negros. Descendientes de africanos en Santa Fe,Аргентина
http://www.wikidata.org/entity/Q126871488,Q126871488,Республика Корея
http://www.wikidata.org/entity/Q128210937,Black Hands,Новая Зеландия
http://www.wikidata.org/entity/Q126417391,Public Affairs Office in the Sky,Япония
http://www.wikidata.org/entity/Q134283276,Aema,Республика Корея
http://www.wikidata.org/entity/Q132287675,Countrylandet Sverige,Швеция
http://www.wikidata.org/entity/Q126009461,After the Party,Новая Зеландия
http://www.wikidata.org/entity/Q135458538,The Sect,Швейцария
http://www.wikidata.org/entity/Q128855929,Historias de la Virgen Morena,Мексика
http://www.wikidata.org/entity/Q130316944,Wingman,Япония
http://www.wikidata.org/entity/Q132717596,Убийства в йогурт-кафе,США
http://www.wikidata.org/entity/Q134502770,Bet,Канада
http://www.wikidata.org/entity/Q129261572,Universal Basic Guys,США
http://www.wikidata.org/entity/Q118868793,Nordic Beats,Дания
http://www.wikidata.org/entity/Q117350388,Star Trek: Starfleet Academy,США
http://www.wikidata.org/entity/Q122538942,Kungen och jag,Швеция
http://www.wikidata.org/entity/Q118875897,Lac-Mégantic: This Is Not an Accident,Канада
http://www.wikidata.org/entity/Q125345247,Q125345247,Испания
http://www.wikidata.org/entity/Q118868793,Nordic Beats,Финляндия
http://www.wikidata.org/entity/Q121769167,Our Land,США
http://www.wikidata.org/entity/Q119241718,Glamorous,США
http://www.wikidata.org/entity/Q124713735,Q124713735,Израиль
http://www.wikidata.org/entity/Q118976840,First Five,Финляндия
http://www.wikidata.org/entity/Q119013163,Suomitube,Финляндия
http://www.wikidata.org/entity/Q122810856,Börje – The Journey of a Legend,Швеция
http://www.wikidata.org/entity/Q122491783,Wrestlers,США
http://www.wikidata.org/entity/Q124567906,Nemesis,Австралия
http://www.wikidata.org/entity/Q122841383,Godvergeten,Бельгия
http://www.wikidata.org/entity/Q119449729,Wat wil je weten?,Бельгия
http://www.wikidata.org/entity/Q124710373,The Indrani Mukerjea Story: Buried Truth,Индия
http://www.wikidata.org/entity/Q123024565,Infamy,Польша
http://www.wikidata.org/entity/Q120490391,Lighthouse,Япония
http://www.wikidata.org/entity/Q123115335,Escaping Twin Flames,США
http://www.wikidata.org/entity/Q117186465,Q117186465,Швеция
http://www.wikidata.org/entity/Q122578946,Encounters,США
http://www.wikidata.org/entity/Q125038077,Seven Years of War,Республика Корея
http://www.wikidata.org/entity/Q121289098,Cut,США
http://www.wikidata.org/entity/Q123271844,Mysteries of the Faith,США
http://www.wikidata.org/entity/Q123024873,Суперсекс,Италия
http://www.wikidata.org/entity/Q123385912,The Railway Men: The Untold Story of Bhopal 1984,Индия
http://www.wikidata.org/entity/Q123400067,Auschwitz in 33 Objects,Польша
http://www.wikidata.org/entity/Q125400746,All That She Wants,Швеция
http://www.wikidata.org/entity/Q118611683,Welcome to Samdalri,Республика Корея
http://www.wikidata.org/entity/Q118680642,Miracle Brothers,Республика Корея
http://www.wikidata.org/entity/Q123348660,Amazing - Fabio De Luigi,Италия
http://www.wikidata.org/entity/Q117845842,Q117845842,Нидерланды
http://www.wikidata.org/entity/Q118994129,Pyramid Game,Республика Корея
http://www.wikidata.org/entity/Q117065299,Baudouin: entre le cœur et la raison,Бельгия
http://www.wikidata.org/entity/Q122125102,Q122125102,Чили
http://www.wikidata.org/entity/Q124155708,Linda,Финляндия
http://www.wikidata.org/entity/Q123895866,Александр: Создание бога,США
http://www.wikidata.org/entity/Q117184121,Никто этого не хочет,США
http://www.wikidata.org/entity/Q123944407,Karmma Calling,Индия
http://www.wikidata.org/entity/Q122851178,Q122851178,Швеция
http://www.wikidata.org/entity/Q120629479,Muscles & Mayhem: An Unauthorized Story of American Gladiators,США
http://www.wikidata.org/entity/Q120756789,Across the Board,США
http://www.wikidata.org/entity/Q120798885,MerPeople,США
http://www.wikidata.org/entity/Q117425241,Дипломат (сериал),США
http://www.wikidata.org/entity/Q124218202,You Are What You Eat: A Twin Experiment,США
http://www.wikidata.org/entity/Q124326466,Freedom At Midnight,Индия
http://www.wikidata.org/entity/Q117717208,Set Me Free,Иран
http://www.wikidata.org/entity/Q123268301,Q123268301,Испания
http://www.wikidata.org/entity/Q124034153,Jo mai mai,Каталония
http://www.wikidata.org/entity/Q124317144,NRK's Christmas calendar,Норвегия
http://www.wikidata.org/entity/Q117600848,Getting Dirty in Japan,Япония
http://www.wikidata.org/entity/Q124496493,Shut Up,Япония
http://www.wikidata.org/entity/Q121289098,Cut,Саудовская Аравия
http://www.wikidata.org/entity/Q124408746,Anpan,Япония
http://www.wikidata.org/entity/Q124389925,Het monster van groep 3,Нидерланды
http://www.wikidata.org/entity/Q124447212,Землевладелец,США
http://www.wikidata.org/entity/Q124449005,God Save Texas,США
http://www.wikidata.org/entity/Q123482031,Q123482031,Испания
http://www.wikidata.org/entity/Q124485743,Ничего не говори,США
http://www.wikidata.org/entity/Q123563382,Q123563382,Норвегия
http://www.wikidata.org/entity/Q121289446,Hinatazaka ni Narimashō,Япония
http://www.wikidata.org/entity/Q121288516,The Franchise,США
http://www.wikidata.org/entity/Q124544741,Основная цель,США
http://www.wikidata.org/entity/Q121335177,Epic Yellowstone,США
http://www.wikidata.org/entity/Q124651108,The Pirate Bay,Швеция
http://www.wikidata.org/entity/Q121435734,The King with Two Faces,Швеция
http://www.wikidata.org/entity/Q124669077,Jerrod Carmichael Reality Show,США
http://www.wikidata.org/entity/Q124635404,PATTY,Нидерланды
http://www.wikidata.org/entity/Q124433608,Kotka 10,Финляндия
http://www.wikidata.org/entity/Q125020357,Elkhorn,США
http://www.wikidata.org/entity/Q124735866,Ассасины,Египет
http://www.wikidata.org/entity/Q120979561,Fonoi sto kabanario,Греция
http://www.wikidata.org/entity/Q121590683,Heart of Invictus,США
http://www.wikidata.org/entity/Q124052978,Q124052978,Нидерланды
http://www.wikidata.org/entity/Q124882343,Завет: История Моисея,США
http://www.wikidata.org/entity/Q124900280,Невероятная история Формулы-1,США
http://www.wikidata.org/entity/Q118291512,Oxoтa нa мoтылькoв,Польша
http://www.wikidata.org/entity/Q124303956,Q124303956,Швеция
http://www.wikidata.org/entity/Q124958502,Dante: Inferno to Paradise,США
http://www.wikidata.org/entity/Q124958531,Тишина на площадке: Тёмная сторона детского телевидения,США
http://www.wikidata.org/entity/Q124994972,Король и завоеватель,США
http://www.wikidata.org/entity/Q124959570,De Joodse Raad,Нидерланды
http://www.wikidata.org/entity/Q125020373,ABBA: Against the Odds,Швеция
http://www.wikidata.org/entity/Q117072066,Duty After School,Республика Корея
http://www.wikidata.org/entity/Q117085988,Delightfully Deceitful,Республика Корея
http://www.wikidata.org/entity/Q117195449,Hoping,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q125130750,Киллербот,США
http://www.wikidata.org/entity/Q123944011,The Bequeathed,Республика Корея
http://www.wikidata.org/entity/Q118592563,Kamen Rider Gotchard,Япония
http://www.wikidata.org/entity/Q124645645,Q124645645,Норвегия
http://www.wikidata.org/entity/Q124685045,Q124685045,Швеция
http://www.wikidata.org/entity/Q124652049,Q124652049,Испания
http://www.wikidata.org/entity/Q117357528,Убийца-подражатель,Китайская Республика (Тайвань)
http://www.wikidata.org/entity/Q117353211,Когда жизнь даёт тебе мандарины,Республика Корея
http://www.wikidata.org/entity/Q124853163,Q124853163,Швеция
http://www.wikidata.org/entity/Q122240721,Джон Уэйн Гейси: Замаскированный дьявол,США
http://www.wikidata.org/entity/Q118868793,Nordic Beats,Швеция
http://www.wikidata.org/entity/Q118868793,Nordic Beats,Норвегия
http://www.wikidata.org/entity/Q125449094,The Hijacking of Flight 601,Колумбия
http://www.wikidata.org/entity/Q111599784,Q111599784,Испания
http://www.wikidata.org/entity/Q111620989,Q111620989,Нидерланды
http://www.wikidata.org/entity/Q115631788,Sans rendez-vous,Канада
http://www.wikidata.org/entity/Q115941015,Het verhaal van Vlaanderen,Бельгия
http://www.wikidata.org/entity/Q115902451,Bojos per Molière,Испания
http://www.wikidata.org/entity/Q111534290,Woori the Virgin,Республика Корея
http://www.wikidata.org/entity/Q116006994,Coach Prime,США
http://www.wikidata.org/entity/Q113961803,Dahan,Индия
http://www.wikidata.org/entity/Q116147401,Madoff: The Monster of Wall Street,США
http://www.wikidata.org/entity/Q112124607,Q112124607,Австралия
http://www.wikidata.org/entity/Q116207900,"Прорыв (сериал, 2025)",Швеция
http://www.wikidata.org/entity/Q114875974,Summer Strike,Республика Корея
http://www.wikidata.org/entity/Q112915692,The Larry David Story,США
http://www.wikidata.org/entity/Q116213486,Las pelotaris 1926,Испания
http://www.wikidata.org/entity/Q116213486,Las pelotaris 1926,Мексика
