tv_series,tv_seriesLabel,start_year,end_year,subjectLabel
http://www.wikidata.org/entity/Q7574670,Special Ops Mission,2009,2009,специальная операция
http://www.wikidata.org/entity/Q7058806,Kathmandu,2012,2012,Шалиах
http://www.wikidata.org/entity/Q6878377,Missing Persons Unit,2006,2010,полиция
http://www.wikidata.org/entity/Q7058806,Kathmandu,2012,2012,Катманду
http://www.wikidata.org/entity/Q7720302,The Bronx Is Burning,2007,2007,бейсбол
http://www.wikidata.org/entity/Q7712175,The Academy,2007,2008,полиция
http://www.wikidata.org/entity/Q7672457,TV dober dan,1999,2002,телецентр
http://www.wikidata.org/entity/Q7209542,Police Women,2009,2013,полиция
http://www.wikidata.org/entity/Q7044879,No Regrets,,2010,Вторая мировая война
http://www.wikidata.org/entity/Q7718038,The Bionic Vet,2010,2010,ветеринар
http://www.wikidata.org/entity/Q7190769,Picked Off,2012,2012,антиквариат
http://www.wikidata.org/entity/Q5873048,Hizzonner,1979,1979,политика
http://www.wikidata.org/entity/Q6770604,Q6770604,2009,2009,татуаж
http://www.wikidata.org/entity/Q7299583,Q7299583,1994,1995,дорожное движение
http://www.wikidata.org/entity/Q7091867,Once Upon a Time in Cabramatta,2012,2012,Cabramatta
http://www.wikidata.org/entity/Q5966772,La fuga,2012,2012,Nena Daconte
http://www.wikidata.org/entity/Q7099650,Оранжевый — хит сезона,2013,2019,социальное неравенство
http://www.wikidata.org/entity/Q6770771,Market Warriors,2012,2013,антиквариат
http://www.wikidata.org/entity/Q7712339,The Adam Carolla Project,2005,2005,ремонт жилища
http://www.wikidata.org/entity/Q7058806,Kathmandu,2012,2012,Хабад
http://www.wikidata.org/entity/Q7271259,"Quentin Durgens, M.P.",1965,1969,политика
http://www.wikidata.org/entity/Q7058806,Kathmandu,2012,2012,ортодоксальный иудаизм
http://www.wikidata.org/entity/Q6010504,In Pursuit of Peace,2001,2001,Вторая мировая война
http://www.wikidata.org/entity/Q50753368,Drug Lords,2018,2018,наркобарон
http://www.wikidata.org/entity/Q50753368,Drug Lords,2018,2018,наркокартель
http://www.wikidata.org/entity/Q111039094,Елизавета,2022,2022,Елизавета Петровна
http://www.wikidata.org/entity/Q114350209,Close to Home: Murder in the Coalfield,2022,2022,Лужица
http://www.wikidata.org/entity/Q114147656,About Sasha,2022,2022,интерсекс
http://www.wikidata.org/entity/Q112234510,Система,2021,2021,детский дом
http://www.wikidata.org/entity/Q43111245,Мой мистер,2018,2018,ломтик жизни
http://www.wikidata.org/entity/Q52510615,My Runway,2016,2016,обмен телами
http://www.wikidata.org/entity/Q51789631,Fearless,2016,2016,родео на быке
http://www.wikidata.org/entity/Q53375767,Наследие,2018,2022,вампир
http://www.wikidata.org/entity/Q111081292,Você Nunca Esteve Sozinha,2021,2021,Juliette
http://www.wikidata.org/entity/Q111519702,Jimmy Savile: A British Horror Story,2022,2022,Джимми Сэвил
http://www.wikidata.org/entity/Q50366624,Flint Town,2018,2018,Flint water crisis
http://www.wikidata.org/entity/Q46992819,Переправа,2018,2018,путешествие во времени
http://www.wikidata.org/entity/Q7757984,The Powers That Be,1992,1993,политика
http://www.wikidata.org/entity/Q113302637,Thai Cave Rescue,2022,2022,Спасательная операция в пещере Тхамлуангнангнон
http://www.wikidata.org/entity/Q7737912,The Great Rift: Africa's Wild Heart,2010,2010,Великая рифтовая долина
http://www.wikidata.org/entity/Q114916915,De Geheime Dienst,2000,2000,Q110088051
http://www.wikidata.org/entity/Q114147656,About Sasha,2022,2022,подростковый возраст
http://www.wikidata.org/entity/Q7757562,The Podge and Rodge Show,2006,2010,неблагополучная семья
http://www.wikidata.org/entity/Q7747159,The Life and Times of David Lloyd George,1981,1981,Дэвид Ллойд Джордж
http://www.wikidata.org/entity/Q111792312,Curtain Call,2022,2022,ролевая игра
http://www.wikidata.org/entity/Q111285517,Kekkonen,2017,2018,Урхо Кекконен
http://www.wikidata.org/entity/Q111025790,Eve,2022,2022,месть
http://www.wikidata.org/entity/Q7743412,The Johns Hopkins Science Review,1948,1950,наука
http://www.wikidata.org/entity/Q7756600,The People's Choice,1955,1958,политика
http://www.wikidata.org/entity/Q111422770,Johnny Hallyday: Beyond Rock,2022,2022,Джонни Холлидей
http://www.wikidata.org/entity/Q113124822,Дочь гор,2022,2022,Baini
http://www.wikidata.org/entity/Q7783793,They Who Dare,1995,1996,экстрим
http://www.wikidata.org/entity/Q46171653,Q46171653,2007,2009,Bernd das Brot
http://www.wikidata.org/entity/Q114147656,About Sasha,2022,2022,модификация половых органов
http://www.wikidata.org/entity/Q7737912,The Great Rift: Africa's Wild Heart,2010,2010,Эфиопское нагорье
http://www.wikidata.org/entity/Q110955363,El amor después del amor,2023,2023,Фито Паэс
http://www.wikidata.org/entity/Q113635074,Alaska Daily,2022,2023,журналистика
http://www.wikidata.org/entity/Q7757305,The Pitts,2003,2003,неблагополучная семья
http://www.wikidata.org/entity/Q52353808,Britain's Biggest Warship,2018,2018,HMS Queen Elizabeth
http://www.wikidata.org/entity/Q113635074,Alaska Daily,2022,2023,Missing and murdered Indigenous women in the United States
http://www.wikidata.org/entity/Q48797086,Город приливов,2018,2018,морская дева
http://www.wikidata.org/entity/Q7745582,The Last Bastion,1984,1984,Вторая мировая война
http://www.wikidata.org/entity/Q113899625,Salvar al rey,2022,2022,Хуан Карлос I
http://www.wikidata.org/entity/Q46992829,Проект «Синяя книга»,2019,2020,Проект «Синяя книга»
http://www.wikidata.org/entity/Q7770678,The Tube,2012,2012,Лондонский метрополитен
http://www.wikidata.org/entity/Q114916915,De Geheime Dienst,2000,2000,Binnenlandse Veiligheidsdienst
http://www.wikidata.org/entity/Q48773410,Цветение,2023,2024,Шанхай
http://www.wikidata.org/entity/Q111192240,Q111192240,2004,2004,Переход Испании к демократии
http://www.wikidata.org/entity/Q53375767,Наследие,2018,2022,сверхъестественное
http://www.wikidata.org/entity/Q111951047,Blockbuster,2022,2022,The last Blockbuster
http://www.wikidata.org/entity/Q113955370,Pandora: Beneath the Paradise,2023,2023,месть
http://www.wikidata.org/entity/Q113532656,Nikos Kazantzakis: Anazitontas to Theo,1998,1998,Никос Казандзакис
http://www.wikidata.org/entity/Q7772842,The Virtual Revolution,2010,2010,Интернет
http://www.wikidata.org/entity/Q47420258,Suits,2018,2018,юрист
http://www.wikidata.org/entity/Q113124822,Дочь гор,2022,2022,Хуан Вэньсю
http://www.wikidata.org/entity/Q48773410,Цветение,2023,2024,социальные условия
http://www.wikidata.org/entity/Q112312662,Behind Every Star,2022,2022,повседневность
http://www.wikidata.org/entity/Q113877789,Revenge of Others,2022,2022,месть
http://www.wikidata.org/entity/Q53375767,Наследие,2018,2022,волк-оборотень
http://www.wikidata.org/entity/Q114643635,Конец света,2022,2022,конец времён
http://www.wikidata.org/entity/Q114875974,Summer Strike,2022,2022,ломтик жизни
http://www.wikidata.org/entity/Q113043841,How to Change Your Mind,2022,2022,психоделики
http://www.wikidata.org/entity/Q113482369,Game of Witches,2022,2023,месть
http://www.wikidata.org/entity/Q7735058,The Fourth Arm,1983,1983,Вторая мировая война
http://www.wikidata.org/entity/Q48851387,Моя идеальная семья,2018,2018,латиноамериканцы США
http://www.wikidata.org/entity/Q113611219,Red Balloon,2022,2023,грех
http://www.wikidata.org/entity/Q111534290,Woori the Virgin,2022,2022,девственница
http://www.wikidata.org/entity/Q111534290,Woori the Virgin,2022,2022,сатира
http://www.wikidata.org/entity/Q111582387,Доисторическая планета,2022,2023,динозавры
http://www.wikidata.org/entity/Q112234510,Система,2021,2021,мораль
http://www.wikidata.org/entity/Q113532125,Alien Empire,1996,1996,насекомые
http://www.wikidata.org/entity/Q7737406,The Governor & J.J.,1969,1970,политика
http://www.wikidata.org/entity/Q7744290,The Kids in the Hall: Death Comes to Town,2010,2010,политика
http://www.wikidata.org/entity/Q7758154,The Price of Peace,,1997,Вторая мировая война
http://www.wikidata.org/entity/Q111599784,Q111599784,2008,2008,Эбро
http://www.wikidata.org/entity/Q112580790,Q112580790,2022,2022,Бурбоны
http://www.wikidata.org/entity/Q48773410,Цветение,2023,2024,XX век
http://www.wikidata.org/entity/Q111088357,Q111088357,2021,2022,финляндизация
http://www.wikidata.org/entity/Q48773410,Цветение,2023,2024,Шанхайская фондовая биржа
http://www.wikidata.org/entity/Q112234510,Система,2021,2021,Семейные ценности
http://www.wikidata.org/entity/Q110937812,Fever Pitch: The Rise of the Premier League,2021,2021,foundation of the Premier League
http://www.wikidata.org/entity/Q111179823,The Andy Warhol Diaries,2022,2022,Энди Уорхол
http://www.wikidata.org/entity/Q48773410,Цветение,2023,2024,economic conditions
http://www.wikidata.org/entity/Q111088357,Q111088357,2021,2022,Холодная война
http://www.wikidata.org/entity/Q7757676,The Politician's Wife,1995,1995,политика
http://www.wikidata.org/entity/Q112580790,Q112580790,2022,2022,королевская семья Испании
http://www.wikidata.org/entity/Q113197148,Триумф,2022,2023,месть
http://www.wikidata.org/entity/Q113197148,Триумф,2022,2023,травля
http://www.wikidata.org/entity/Q112234510,Система,2021,2021,социальная мобильность
http://www.wikidata.org/entity/Q42300440,Fariña,2018,2018,наркоторговля
http://www.wikidata.org/entity/Q113611219,Red Balloon,2022,2023,ломтик жизни
http://www.wikidata.org/entity/Q41497738,Money Flower,2017,2018,месть
http://www.wikidata.org/entity/Q112234510,Система,2021,2021,школа-интернат
http://www.wikidata.org/entity/Q113197148,Триумф,2022,2023,Насилие в школах
http://www.wikidata.org/entity/Q7786191,This Old House,1979,2021,ремонт жилища
http://www.wikidata.org/entity/Q54666741,Friend Zone The Series,2018,2019,половой акт
http://www.wikidata.org/entity/Q113482392,Song of the Bandits,2023,2023,Движение за независимость Кореи
http://www.wikidata.org/entity/Q50366624,Flint Town,2018,2018,Флинт
http://www.wikidata.org/entity/Q113611219,Red Balloon,2022,2023,природа человека
http://www.wikidata.org/entity/Q46992819,Переправа,2018,2018,беженцы
http://www.wikidata.org/entity/Q113197148,Триумф,2022,2023,Моббинг
http://www.wikidata.org/entity/Q48758161,Fugueuse,2018,2020,commercial sexual exploitation of children
http://www.wikidata.org/entity/Q113380408,The Captain,2022,2022,Дерек Джитер
http://www.wikidata.org/entity/Q101420707,Ломка (мини-сериал),2021,2021,опиоидная эпидемия в США
http://www.wikidata.org/entity/Q100316112,De hemmelige optagelser med Peter Madsen,2020,2020,Питер Мэдсен
http://www.wikidata.org/entity/Q100258618,Q100258618,2020,2020,рамадан
http://www.wikidata.org/entity/Q105358421,End of Empire,1985,1985,Британская империя
http://www.wikidata.org/entity/Q107562612,"The King of Tears, Yi Bang-won",2021,2022,история Кореи
http://www.wikidata.org/entity/Q105177710,Bassie & Adriaan,1976,2003,Bassie & Adriaan
http://www.wikidata.org/entity/Q105177710,Bassie & Adriaan,1978,2003,Bassie & Adriaan
http://www.wikidata.org/entity/Q98457843,Dr. Ambedkar,1992,1993,Бхимрао Рамджи Амбедкар
http://www.wikidata.org/entity/Q102405516,Маленький бродяга,1963,1985,The Littlest Hobo
http://www.wikidata.org/entity/Q102405516,Маленький бродяга,1963,1985,Маленький бродяга
http://www.wikidata.org/entity/Q106483604,Philly D.A.,2021,2021,Larry Krasner
http://www.wikidata.org/entity/Q108766501,The Lake,2022,2023,комедия
http://www.wikidata.org/entity/Q108857712,Franco: The Brutal Truth About Spain's Dictator,2017,2020,франкизм
http://www.wikidata.org/entity/Q108281326,The FBI Declassified,2020,2021,Федеральное бюро расследований
http://www.wikidata.org/entity/Q108801562,Hell: The History of Norwegian Black Metal,2020,2020,ранняя норвежская блэк-метал-сцена
http://www.wikidata.org/entity/Q96408424,Four Lives,2002,2022,Служба столичной полиции
http://www.wikidata.org/entity/Q104622663,The Surgeon's Cut,2020,2020,хирург
http://www.wikidata.org/entity/Q97199120,Q97199120,1988,2006,агрометеорология
http://www.wikidata.org/entity/Q106447910,Q106447910,2021,2021,trial of Catalonia independence leaders
http://www.wikidata.org/entity/Q108583699,Countdown: Inspiration4 Mission to Space,2021,2021,Inspiration4
http://www.wikidata.org/entity/Q100316112,De hemmelige optagelser med Peter Madsen,2020,2020,Убийство Ким Валль
http://www.wikidata.org/entity/Q108847618,Параллели,2022,2022,путешествие во времени
http://www.wikidata.org/entity/Q106609866,Пэм и Томми,2022,2022,Томми Ли
http://www.wikidata.org/entity/Q98934156,Peacemaker,2020,2020,Курдский национализм
http://www.wikidata.org/entity/Q95994790,Anke hat Zeit,2013,2015,элитарная культура
http://www.wikidata.org/entity/Q96408424,Four Lives,2002,2022,серийные убийства
http://www.wikidata.org/entity/Q105226735,Охотник за дезертирами,2021,2023,Воинская обязанность в Республике Корея
http://www.wikidata.org/entity/Q105668766,Чикатило,2021,2022,Андрей Романович Чикатило
http://www.wikidata.org/entity/Q100707086,The Investigation,2020,2020,полицейское расследование
http://www.wikidata.org/entity/Q107630333,Q107630333,2021,2021,Синдром Майера — Рокитанского — Кустера — Хаузера
http://www.wikidata.org/entity/Q106437023,Life in Colour with David Attenborough,2021,2021,биология цвета
http://www.wikidata.org/entity/Q106609866,Пэм и Томми,2022,2022,Памела Андерсон
http://www.wikidata.org/entity/Q106610399,Земля ночью в цвете,2020,2021,ночной образ жизни животных
http://www.wikidata.org/entity/Q92053750,Deutscher,2020,2020,общество
http://www.wikidata.org/entity/Q92053750,Deutscher,2020,2020,семья
http://www.wikidata.org/entity/Q99504893,Челленджер: Последний полет,2020,2020,катастрофа шаттла «Челленджер»
http://www.wikidata.org/entity/Q108160041,Q108160041,1985,1985,студенческая газета
http://www.wikidata.org/entity/Q108841262,Волшебные покровители: Fairly Odder,2022,2022,дух
http://www.wikidata.org/entity/Q108841262,Волшебные покровители: Fairly Odder,2022,2022,фея
http://www.wikidata.org/entity/Q108841262,Волшебные покровители: Fairly Odder,2022,2022,фокусник
http://www.wikidata.org/entity/Q106468606,Room 2806: The Accusation,2020,2020,Дело Стросс-Кана
http://www.wikidata.org/entity/Q100707086,The Investigation,2020,2020,Убийство Ким Валль
http://www.wikidata.org/entity/Q105395574,Maxitaxi Driver,2021,2021,такси
http://www.wikidata.org/entity/Q106468606,Room 2806: The Accusation,2020,2020,Доминик Стросс-Кан
http://www.wikidata.org/entity/Q108811649,Again My Life,2022,2022,месть
http://www.wikidata.org/entity/Q99518853,The Beauty Queen Of Jerusalem,2021,2021,супружеская измена
http://www.wikidata.org/entity/Q97187555,Кларисса,2021,2021,серийные убийства
http://www.wikidata.org/entity/Q100257363,Altsasu,2020,2020,Altsasu incident
http://www.wikidata.org/entity/Q108841262,Волшебные покровители: Fairly Odder,2022,2022,предподростковый возраст
http://www.wikidata.org/entity/Q104668018,While the Rest of Us Die,2020,2021,преемственность правительства
http://www.wikidata.org/entity/Q108841262,Волшебные покровители: Fairly Odder,2022,2022,подростковый возраст
http://www.wikidata.org/entity/Q107629455,Badai Pesona Ringgit,2006,2006,Corruption in Malaysia
http://www.wikidata.org/entity/Q108220926,Q108220926,1974,1974,дорожно-транспортное происшествие
http://www.wikidata.org/entity/Q107490942,"Judges, Flesh and Blood",2021,2021,Высший суд Справедливости
http://www.wikidata.org/entity/Q105096728,Entre hombres,2021,2021,1996 год
http://www.wikidata.org/entity/Q101067793,Гусар,2020,2024,путешествие во времени
http://www.wikidata.org/entity/Q92053750,Deutscher,2020,2020,правый популизм
http://www.wikidata.org/entity/Q104607512,Taxi Driver,2021,2026,месть
http://www.wikidata.org/entity/Q105459622,Молодой Скала,2021,2023,Дуэйн Джонсон
http://www.wikidata.org/entity/Q105710016,La Fortuna,2021,2021,Black Swan Project
http://www.wikidata.org/entity/Q107340672,Pacto de Sangue,1989,1989,рабство
http://www.wikidata.org/entity/Q106226641,Q106226641,2021,2021,Исчезновение Мэдлин Макканн
http://www.wikidata.org/entity/Q107340672,Pacto de Sangue,1989,1989,аболиционизм
http://www.wikidata.org/entity/Q97187555,Кларисса,2021,2021,Violent Criminal Apprehension Program
http://www.wikidata.org/entity/Q108724987,Кицбюэль,2021,2021,Кицбюэль
http://www.wikidata.org/entity/Q108508563,Япония. Обратная сторона кимоно,2021,2021,японцы
http://www.wikidata.org/entity/Q97187555,Кларисса,2021,2021,Федеральное бюро расследований
http://www.wikidata.org/entity/Q108841262,Волшебные покровители: Fairly Odder,2022,2022,family-friendliness
http://www.wikidata.org/entity/Q104145677,Викинги: Вальхалла,2022,2024,викинги
http://www.wikidata.org/entity/Q107629455,Badai Pesona Ringgit,2006,2006,Малазийская комиссия по борьбе с коррупцией
http://www.wikidata.org/entity/Q108073346,Under Fire,2021,2021,пожарная охрана
http://www.wikidata.org/entity/Q98098241,Ask This Old House,2002,2021,ремонт жилища
http://www.wikidata.org/entity/Q108186633,Q108186633,1975,1975,одиночество
http://www.wikidata.org/entity/Q108186633,Q108186633,1975,1975,сирота
http://www.wikidata.org/entity/Q107562612,"The King of Tears, Yi Bang-won",2021,2022,Тхэджон
http://www.wikidata.org/entity/Q108186633,Q108186633,1975,1975,бродяга
http://www.wikidata.org/entity/Q107208749,The Real Sergio Ramos,2019,2021,Серхио Рамос
http://www.wikidata.org/entity/Q106114651,The Unlikely Murderer,2021,2021,Убийство Улофа Пальме
http://www.wikidata.org/entity/Q108281326,The FBI Declassified,2020,2021,преступление
http://www.wikidata.org/entity/Q105226735,Охотник за дезертирами,2021,2023,дезертирство
http://www.wikidata.org/entity/Q96409695,The Vow,2020,2022,NXIVM
http://www.wikidata.org/entity/Q106893388,Чтобы вы поняли… деньги,2021,2021,деньги
http://www.wikidata.org/entity/Q97168569,Detention,2020,2020,Белый террор в Китайской Республике (Тайвань)
http://www.wikidata.org/entity/Q97223114,Мышь (телесериал),2021,2021,психопатия
http://www.wikidata.org/entity/Q106777516,The New Zealand Wars,1998,1998,Новозеландские земельные войны
http://www.wikidata.org/entity/Q98934156,Peacemaker,2020,2020,пацификация
http://www.wikidata.org/entity/Q106322463,Время побеждать: Расцвет династии Лейкерс,2022,2023,Лос-Анджелес Лейкерс
http://www.wikidata.org/entity/Q107093800,En el nombre de Rocío,2022,2022,Rocío Carrasco
http://www.wikidata.org/entity/Q97223114,Мышь (телесериал),2021,2021,серийный убийца
http://www.wikidata.org/entity/Q98348188,Goedam,2020,2020,городская легенда
http://www.wikidata.org/entity/Q107505019,ФБР: За границей (телесериал),2021,2025,Федеральное бюро расследований
http://www.wikidata.org/entity/Q107132222,Декстер: Новая кровь,2021,2022,серийный убийца
http://www.wikidata.org/entity/Q107132222,Декстер: Новая кровь,2021,2025,серийный убийца
http://www.wikidata.org/entity/Q107132222,Декстер: Новая кровь,2025,2022,серийный убийца
http://www.wikidata.org/entity/Q107132222,Декстер: Новая кровь,2025,2025,серийный убийца
http://www.wikidata.org/entity/Q104630896,Это грех,2021,2021,HIV/AIDS in the United Kingdom
http://www.wikidata.org/entity/Q105226735,Охотник за дезертирами,2021,2023,Моббинг
http://www.wikidata.org/entity/Q105226735,Охотник за дезертирами,2021,2023,военная служба
http://www.wikidata.org/entity/Q109256855,Wushenzhidi buxiayu,2021,2022,Kawas
http://www.wikidata.org/entity/Q131451106,Kaleidoscope,1976,1989,Новая Зеландия
http://www.wikidata.org/entity/Q115600589,Goryeo–Khitan War,2023,2024,Хёнджон
http://www.wikidata.org/entity/Q115902451,Bojos per Molière,2023,2023,Институт театра
http://www.wikidata.org/entity/Q126171287,Q126171287,2024,2024,Sint Jansklooster Parade
http://www.wikidata.org/entity/Q125957372,Bangkok Blossom,2024,2024,права секс-работниц
http://www.wikidata.org/entity/Q126134994,Q126134994,2024,2024,животноводство
http://www.wikidata.org/entity/Q130706217,Q130706217,2024,2024,Бельгия на летних Олимпийских играх 2024
http://www.wikidata.org/entity/Q126417391,The Flying Publicist,2013,2013,military spokesperson
http://www.wikidata.org/entity/Q115600589,Goryeo–Khitan War,2023,2024,Корё-киданьские войны
http://www.wikidata.org/entity/Q110519303,Agios Paisios: Apo ta Farasa ston ourano,2022,2025,Паисий Святогорец
http://www.wikidata.org/entity/Q109887194,Money Heist: From Tokyo to Berlin,2021,2021,Бумажный дом
http://www.wikidata.org/entity/Q110732490,Monstrous,2022,2022,сверхъестественное
http://www.wikidata.org/entity/Q133091519,Suspect: The Shooting of Jean Charles de Menezes,2025,2025,21 July 2005 London bombings
http://www.wikidata.org/entity/Q125968286,The Auditors,2024,2024,компания
http://www.wikidata.org/entity/Q125968286,The Auditors,2024,2024,коррупция
http://www.wikidata.org/entity/Q116011378,Sweetheart,2022,2022,teacher-student relationship
http://www.wikidata.org/entity/Q116011378,Sweetheart,2022,2022,Реабилитация (пенология)
http://www.wikidata.org/entity/Q134229386,Elixer,2025,2025,Big Pharma conspiracy theory
http://www.wikidata.org/entity/Q106107193,Пищеблок,2021,,вампир
http://www.wikidata.org/entity/Q125949612,Q125949612,2024,2024,киберпреступление
http://www.wikidata.org/entity/Q115600589,Goryeo–Khitan War,2023,2024,история Кореи
http://www.wikidata.org/entity/Q133091519,Suspect: The Shooting of Jean Charles de Menezes,2025,2025,Жан Шарль де Менезес
http://www.wikidata.org/entity/Q116011378,Sweetheart,2022,2022,Ages of consent in North America
http://www.wikidata.org/entity/Q110727965,Nelostie,1965,1965,Main road 4
http://www.wikidata.org/entity/Q133794579,Share' Al A'sha,2025,2025,романтическая любовь
http://www.wikidata.org/entity/Q116011378,Sweetheart,2022,2022,age disparity in sexual relationships
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,развод
http://www.wikidata.org/entity/Q133334642,A Body in the Snow: The Trial of Karen Read,2025,2025,нарушение прав человека правоохранительными органами
http://www.wikidata.org/entity/Q130286687,The Secret of the River,2024,2024,мухе
http://www.wikidata.org/entity/Q115941015,Het verhaal van Vlaanderen,2023,2023,history of Flanders
http://www.wikidata.org/entity/Q130286687,The Secret of the River,2024,2024,гендерная идентичность
http://www.wikidata.org/entity/Q130286687,The Secret of the River,2024,2024,коренные народы
http://www.wikidata.org/entity/Q109256855,Wushenzhidi buxiayu,2021,2022,романтическое литературное произведение
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,Дубай
http://www.wikidata.org/entity/Q126417391,The Flying Publicist,2013,2013,Воздушные силы самообороны Японии
http://www.wikidata.org/entity/Q109457588,Today's Webtoon,2022,2022,история взросления
http://www.wikidata.org/entity/Q133794579,Share' Al A'sha,2025,2025,культура Саудовской Аравии
http://www.wikidata.org/entity/Q125536896,Vanilla Ice Goes Amish,2013,2014,ремонт жилища
http://www.wikidata.org/entity/Q127158595,Maria: The Unknown Callas,2024,2024,опера
http://www.wikidata.org/entity/Q109381021,Mars: The Secret Science,2016,2018,Марс
http://www.wikidata.org/entity/Q130286687,The Secret of the River,2024,2024,гендерное разнообразие
http://www.wikidata.org/entity/Q106107193,Пищеблок,2021,,пионерский лагерь
http://www.wikidata.org/entity/Q110800138,Джордж и Тэмми,2022,2023,Джордж Джонс
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,Dubai Police Academy
http://www.wikidata.org/entity/Q115098247,Dokonjō Gaeru,2015,2015,ученик средней школы
http://www.wikidata.org/entity/Q133334642,A Body in the Snow: The Trial of Karen Read,2025,2025,malicious prosecution
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,Dubai Police Force
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,Теннисный чемпионат Дубая
http://www.wikidata.org/entity/Q106107193,Пищеблок,2021,,пионерское движение
http://www.wikidata.org/entity/Q127694716,Q127694716,2021,2021,Rafael Tous i Giner
http://www.wikidata.org/entity/Q110800138,Джордж и Тэмми,2022,2023,Тэмми Уайнетт
http://www.wikidata.org/entity/Q115206358,Ancient Apocalypse,2022,2024,ледниковый период
http://www.wikidata.org/entity/Q109639866,Пантеон,2022,2022,загрузка сознания в художественном произведении
http://www.wikidata.org/entity/Q110652732,Грисельда,2024,2024,Грисельда Бланко
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,Egyptian Americans
http://www.wikidata.org/entity/Q115206358,Ancient Apocalypse,2022,2024,Ударная гипотеза позднего дриаса
http://www.wikidata.org/entity/Q114917662,The Really Loud House,2022,2024,дом
http://www.wikidata.org/entity/Q114917662,The Really Loud House,2022,2024,тинейджер
http://www.wikidata.org/entity/Q114917662,The Really Loud House,2022,2024,семья
http://www.wikidata.org/entity/Q131290638,Operation Sabre,2024,2024,Операция Сабля
http://www.wikidata.org/entity/Q126085152,Camden,2024,2024,Камден
http://www.wikidata.org/entity/Q127158595,Maria: The Unknown Callas,2024,2024,Вторая мировая война
http://www.wikidata.org/entity/Q125968286,The Auditors,2024,2024,внутренний аудит
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,американцы арабского происхождения
http://www.wikidata.org/entity/Q110883579,Het verhaal van Nederland,2022,2022,история Нидерландов
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,Дубайский метрополитен
http://www.wikidata.org/entity/Q109285270,Экстраполяции,2023,2023,глобальное потепление
http://www.wikidata.org/entity/Q114917662,The Really Loud House,2022,2024,предподростковый возраст
http://www.wikidata.org/entity/Q110734341,I Am Georgina,2022,2023,Джорджина Родригес
http://www.wikidata.org/entity/Q110710110,Neymar: The Perfect Chaos,2022,2022,Неймар
http://www.wikidata.org/entity/Q114917662,The Really Loud House,2022,2024,подростковый возраст
http://www.wikidata.org/entity/Q110583537,45 правил развода,2021,2022,американо-эмиратские отношения
http://www.wikidata.org/entity/Q108909070,Сисси: Императрица Австрии,2021,2021,Елизавета Баварская
http://www.wikidata.org/entity/Q110443756,Военный прокурор Доберман,2022,2022,месть
http://www.wikidata.org/entity/Q115206358,Ancient Apocalypse,2022,2024,древняя цивилизация
http://www.wikidata.org/entity/Q114917662,The Really Loud House,2022,2024,молодой человек
http://www.wikidata.org/entity/Q126009461,After the Party,2023,2023,педофилия
http://www.wikidata.org/entity/Q109973974,Coming Out Colton,2021,2021,Homosexuality in American football
http://www.wikidata.org/entity/Q109973974,Coming Out Colton,2021,2021,Homosexuality in sports in the United States
http://www.wikidata.org/entity/Q108864456,Monsters Inside: The 24 Faces of Billy Milligan,2021,2021,Билли Миллиган
http://www.wikidata.org/entity/Q131754412,BBB: O Documentário,2025,2025,Big Brother Brasil
http://www.wikidata.org/entity/Q110358781,Vålnes-saken,2021,2021,The Vålnes case
http://www.wikidata.org/entity/Q114917662,The Really Loud House,2022,2024,ломтик жизни
http://www.wikidata.org/entity/Q109973974,Coming Out Colton,2021,2021,Colton Underwood
http://www.wikidata.org/entity/Q109973974,Coming Out Colton,2021,2021,каминг-аут
http://www.wikidata.org/entity/Q126688841,Tokyo Swindlers,2024,2024,Q109360179
http://www.wikidata.org/entity/Q110443756,Военный прокурор Доберман,2022,2022,Военные прокуроры
http://www.wikidata.org/entity/Q130596425,Queen Mantis,2025,2025,серийный убийца
http://www.wikidata.org/entity/Q110627977,Наш блюз,2022,2022,ломтик жизни
http://www.wikidata.org/entity/Q125555468,Heweliusz,2025,2025,MS Jan Heweliusz disaster
http://www.wikidata.org/entity/Q131451106,Kaleidoscope,1976,1989,искусства
http://www.wikidata.org/entity/Q115206358,Ancient Apocalypse,2022,2024,поздний дриас
http://www.wikidata.org/entity/Q108935276,The Raincoat Killer: Chasing a Predator in Korea,2021,2021,Ю Ён Чхоль
http://www.wikidata.org/entity/Q109256855,Wushenzhidi buxiayu,2021,2022,мифология
http://www.wikidata.org/entity/Q109256855,Wushenzhidi buxiayu,2021,2022,человечество
http://www.wikidata.org/entity/Q109256855,Wushenzhidi buxiayu,2021,2022,божество
http://www.wikidata.org/entity/Q116011378,Sweetheart,2022,2022,измена
http://www.wikidata.org/entity/Q116011378,Sweetheart,2022,2022,совершеннолетие
http://www.wikidata.org/entity/Q116011378,Sweetheart,2022,2022,автономия
http://www.wikidata.org/entity/Q117357528,Убийца-подражатель,2023,2023,детектив
